Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1991,1991,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1991,1991,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,113,a,113,a
1991,1991,AB,Alberta,Alberta,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1991,1991,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,73086,r,73086,r
1991,1991,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privées,2,r,2,r
1991,1991,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Provincial land,Terres provinciales,84983,r,84983,r
1991,1991,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Private land,Terres privées,0,r,0,r
1991,1991,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,4175,r,4175,r
1991,1991,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privées,11,r,11,r
1991,1991,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,12349,r,12349,r
1991,1991,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Private land,Terres privées,327,r,327,r
1991,1991,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,19878,r,19878,r
1991,1991,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,150,r,150,r
1991,1991,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,276,r,276,r
1991,1991,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,19,r,19,r
1991,1991,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
1991,1991,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
1991,1991,YK,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Pine,Pin,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Spruce,Épinette,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Spruce,Épinette,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Fir,Sapin,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1991,1991,YK,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1991,1991,YK,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,5,e,5,e
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Provincial land,Terres provinciales,43,e,43,e
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,175,a,175,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,6,a,6,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,QC,Quebec,Québec,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,QC,Quebec,Québec,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,QC,Quebec,Québec,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,389,a,389,a
1992,1992,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,152,a,152,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,ON,Ontario,Ontario,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,627,a,627,a
1992,1992,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,398,a,398,a
1992,1992,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,SK,Saskatchewan,Saskatchewan,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,555,a,555,a
1992,1992,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,547,a,547,a
1992,1992,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,99,a,99,a
1992,1992,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,n,,n
1992,1992,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Pine,Pin,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Spruce,Épinette,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Fir,Sapin,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,n,,n
1992,1992,YK,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1992,1992,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1992,1992,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,354,a,354,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privées,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Provincial land,Terres provinciales,2452,a,2452,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Private land,Terres privées,425,a,425,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privées,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,5,a,5,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Provincial land,Terres provinciales,52,e,52,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Private land,Terres privées,272,e,272,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Provincial land,Terres provinciales,68,e,68,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Private land,Terres privées,527,e,527,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Provincial land,Terres provinciales,23,e,23,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Private land,Terres privées,64,e,64,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,27,e,27,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,124,e,124,e
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,4,a,4,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Provincial land,Terres provinciales,37,e,37,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Private land,Terres privées,163,e,163,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Provincial land,Terres provinciales,2091,e,2091,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Private land,Terres privées,4963,e,4963,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Provincial land,Terres provinciales,1,a,1,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Private land,Terres privées,35,e,35,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,n,,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,64,e,64,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,142,e,142,e
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,1858,a,1858,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privées,1170,E,1170,E
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Provincial land,Terres provinciales,6132,a,6132,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Private land,Terres privées,6092,E,6092,E
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privées,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,1073,a,1073,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,49,a,49,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,QC,Quebec,Québec,Pine,Pin,Provincial land,Terres provinciales,15267,a,15267,a
1992,1992,QC,Quebec,Québec,Pine,Pin,Private land,Terres privées,4072,a,4072,a
1992,1992,QC,Quebec,Québec,Spruce,Épinette,Provincial land,Terres provinciales,54672,a,54672,a
1992,1992,QC,Quebec,Québec,Spruce,Épinette,Private land,Terres privées,21711,a,21711,a
1992,1992,QC,Quebec,Québec,Fir,Sapin,Provincial land,Terres provinciales,,n,,n
1992,1992,QC,Quebec,Québec,Fir,Sapin,Private land,Terres privées,,n,,n
1992,1992,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,n,,n
1992,1992,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,n,,n
1992,1992,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,219,a,219,a
1992,1992,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,384,a,384,a
1992,1992,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,222,a,222,a
1992,1992,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,466,a,466,a
1992,1992,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,23340,a,23340,a
1992,1992,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privées,1226,a,1226,a
1992,1992,ON,Ontario,Ontario,Spruce,Épinette,Provincial land,Terres provinciales,44639,a,44639,a
1992,1992,ON,Ontario,Ontario,Spruce,Épinette,Private land,Terres privées,368,a,368,a
1992,1992,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1992,1992,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privées,,u,,u
1992,1992,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1992,1992,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1992,1992,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,143,a,143,a
1992,1992,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,1136,a,1136,a
1992,1992,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,124,a,124,a
1992,1992,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,189,a,189,a
1992,1992,ON,Ontario,Ontario,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,1262,a,1262,a
1992,1992,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privées,,u,,u
1992,1992,MB,Manitoba,Manitoba,Spruce,Épinette,Provincial land,Terres provinciales,5482,a,5482,a
1992,1992,MB,Manitoba,Manitoba,Spruce,Épinette,Private land,Terres privées,,u,,u
1992,1992,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privées,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
