Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Number of seedlings,Data qualifier,Nombre de semis,Qualificatifs de données
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Provincial land,Terres provinciales,2500,a,2500,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Private land,Terres privées,758500,a,758500,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Provincial land,Terres provinciales,2917150,r,2917150,r
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Private land,Terres privées,17181900,a,17181900,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Private land,Terres privées,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,36310,a,36310,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,3298000,a,3298000,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privées,596000,e,596000,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Provincial land,Terres provinciales,17479000,a,17479000,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Private land,Terres privées,9475000,e,9475000,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privées,0,e,0,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,e,0,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,98000,a,98000,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,2665000,e,2665000,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,e,0,e
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,3113000,e,3113000,e
2002,2002,QC,Quebec,Québec,Pine,Pin,Provincial land,Terres provinciales,27319508,a,27319508,a
2002,2002,QC,Quebec,Québec,Pine,Pin,Private land,Terres privées,5747900,a,5747900,a
2002,2002,QC,Quebec,Québec,Spruce,Épinette,Provincial land,Terres provinciales,80938186,a,80938186,a
2002,2002,QC,Quebec,Québec,Spruce,Épinette,Private land,Terres privées,20117800,a,20117800,a
2002,2002,QC,Quebec,Québec,Fir,Sapin,Provincial land,Terres provinciales,388312,a,388312,a
2002,2002,QC,Quebec,Québec,Fir,Sapin,Private land,Terres privées,0,a,0,a
2002,2002,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2002,2002,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,894477,a,894477,a
2002,2002,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,261300,a,261300,a
2002,2002,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,694676,a,694676,a
2002,2002,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,279100,a,279100,a
2002,2002,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,48998646,a,48998646,a
2002,2002,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Spruce,Épinette,Provincial land,Terres provinciales,84787024,a,84787024,a
2002,2002,ON,Ontario,Ontario,Spruce,Épinette,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,n,,n
2002,2002,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,6640,a,6640,a
2002,2002,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,115375,a,115375,a
2002,2002,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2002,2002,ON,Ontario,Ontario,Unspecified,Indéterminée,Provincial land,Terres provinciales,250340,a,250340,a
2002,2002,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2002,2002,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,1344900,a,1344900,a
2002,2002,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Spruce,Épinette,Provincial land,Terres provinciales,11922100,a,11922100,a
2002,2002,MB,Manitoba,Manitoba,Spruce,Épinette,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,4152269,a,4152269,a
2002,2002,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Provincial land,Terres provinciales,13374267,a,13374267,a
2002,2002,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,37017704,a,37017704,a
2002,2002,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Spruce,Épinette,Provincial land,Terres provinciales,50494058,a,50494058,a
2002,2002,AB,Alberta,Alberta,Spruce,Épinette,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,223806,a,223806,a
2002,2002,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2002,2002,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,AB,Alberta,Alberta,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2002,2002,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,87874622,r,87874622,r
2002,2002,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privées,15280,r,15280,r
2002,2002,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Provincial land,Terres provinciales,66082796,r,66082796,r
2002,2002,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Private land,Terres privées,27565,r,27565,r
2002,2002,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,3924221,r,3924221,r
2002,2002,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privées,24398,r,24398,r
2002,2002,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,16196892,r,16196892,r
2002,2002,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Private land,Terres privées,816123,r,816123,r
2002,2002,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,20337718,r,20337718,r
2002,2002,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,377954,r,377954,r
2002,2002,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,149310,r,149310,r
2002,2002,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,9775,r,9775,r
2002,2002,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
2002,2002,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
2002,2002,YK,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,200550,a,200550,a
2002,2002,YK,Yukon,Yukon,Pine,Pin,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Spruce,Épinette,Provincial land,Terres provinciales,143415,a,143415,a
2002,2002,YK,Yukon,Yukon,Spruce,Épinette,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,11100,a,11100,a
2002,2002,YK,Yukon,Yukon,Fir,Sapin,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
2002,2002,YK,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,YK,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Provincial land,Terres provinciales,132122,a,132122,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Federal land,Terres fédérales,0,a,0,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres fédérales,0,a,0,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,0,a,0,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,0,a,0,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,0,a,0,a
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
2003,2003,QC,Quebec,Québec,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres fédérales,179700,a,179700,a
2003,2003,ON,Ontario,Ontario,Spruce,Épinette,Federal land,Terres fédérales,4500,a,4500,a
2003,2003,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,700,a,700,a
2003,2003,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,4900,a,4900,a
2003,2003,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,BC,British Columbia,Colombie-Britannique,Pine,Pin,Federal land,Terres fédérales,18736,r,18736,r
2003,2003,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Federal land,Terres fédérales,0,r,0,r
2003,2003,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Federal land,Terres fédérales,0,r,0,r
2003,2003,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,15606,r,15606,r
2003,2003,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,0,r,0,r
2003,2003,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,0,r,0,r
2003,2003,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,0,r,0,r
2003,2003,YK,Yukon,Yukon,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,YK,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
2003,2003,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,183021,a,183021,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privées,0,a,0,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Provincial land,Terres provinciales,8600240,a,8600240,a
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Private land,Terres privées,0,a,0,a
