Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Number of seedlings,Data qualifier,Nombre de semis,Qualificatifs de données
1995,1995,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1995,1995,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,35630,a,35630,a
1995,1995,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1995,1995,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,44,a,44,a
1995,1995,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1995,1995,AB,Alberta,Alberta,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,BC,British Columbia,Colombie-Britannique,Pine,Pin,Provincial land,Terres provinciales,109938832,r,109938832,r
1995,1995,BC,British Columbia,Colombie-Britannique,Pine,Pin,Private land,Terres privées,60654,r,60654,r
1995,1995,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Provincial land,Terres provinciales,104612160,r,104612160,r
1995,1995,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Private land,Terres privées,8905,r,8905,r
1995,1995,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Provincial land,Terres provinciales,7536218,r,7536218,r
1995,1995,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Private land,Terres privées,40978,r,40978,r
1995,1995,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,13361998,r,13361998,r
1995,1995,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Private land,Terres privées,344805,r,344805,r
1995,1995,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,22322420,r,22322420,r
1995,1995,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,348950,r,348950,r
1995,1995,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,276070,r,276070,r
1995,1995,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,3920,r,3920,r
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,r,0,r
1995,1995,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land,Terres privées,0,r,0,r
1995,1995,YK,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Pine,Pin,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Spruce,Épinette,Provincial land,Terres provinciales,850936,a,850936,a
1995,1995,YK,Yukon,Yukon,Spruce,Épinette,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Fir,Sapin,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1995,1995,YK,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1995,1995,YK,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Provincial land,Terres provinciales,131115,a,131115,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1995,1995,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,778300,E,778300,E
1996,1996,QC,Quebec,Québec,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,QC,Quebec,Québec,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,QC,Quebec,Québec,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,844216,a,844216,a
1996,1996,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,QC,Quebec,Québec,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,ON,Ontario,Ontario,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,SK,Saskatchewan,Saskatchewan,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,AB,Alberta,Alberta,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,AB,Alberta,Alberta,Unspecified,Indéterminée,Federal land,Terres fédérales,0,a,0,a
1996,1996,BC,British Columbia,Colombie-Britannique,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,BC,British Columbia,Colombie-Britannique,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,BC,British Columbia,Colombie-Britannique,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,BC,British Columbia,Colombie-Britannique,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,BC,British Columbia,Colombie-Britannique,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,23000,a,23000,a
1996,1996,BC,British Columbia,Colombie-Britannique,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Pine,Pin,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Spruce,Épinette,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Fir,Sapin,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,n,,n
1996,1996,YK,Yukon,Yukon,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,n,,n
1996,1996,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Federal land,Terres fédérales,,n,,n
1996,1996,NU,Nunavut,Nunavut,Pine,Pin,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Spruce,Épinette,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Fir,Sapin,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Douglas-fir,Douglas taxifolié,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Miscellaneous softwoods,Résineux divers,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Miscellaneous hardwoods,Feuillus divers,Federal land,Terres fédérales,,u,,u
1996,1996,NU,Nunavut,Nunavut,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,444569,a,444569,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privées,3200,a,3200,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Provincial land,Terres provinciales,5446872,a,5446872,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Private land,Terres privées,63232,a,63232,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privées,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,251244,a,251244,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,18244,a,18244,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Provincial land,Terres provinciales,83699,a,83699,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Private land,Terres privées,475827,a,475827,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Provincial land,Terres provinciales,157713,a,157713,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Private land,Terres privées,896598,a,896598,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Provincial land,Terres provinciales,8369,a,8369,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Private land,Terres privées,47579,a,47579,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,43990,a,43990,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,250082,a,250082,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,2255,a,2255,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,2815,a,2815,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1996,1996,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Provincial land,Terres provinciales,346342,a,346342,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Private land,Terres privées,486158,a,486158,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Provincial land,Terres provinciales,2717143,a,2717143,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Private land,Terres privées,8412718,a,8412718,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Private land,Terres privées,60100,a,60100,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,n,,n
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,n,,n
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,550144,a,550144,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Provincial land,Terres provinciales,3048000,a,3048000,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Pine,Pin,Private land,Terres privées,2452800,a,2452800,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Provincial land,Terres provinciales,10198000,a,10198000,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Spruce,Épinette,Private land,Terres privées,15216200,a,15216200,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Fir,Sapin,Private land,Terres privées,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,101000,a,101000,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,376400,a,376400,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,100000,a,100000,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1996,1996,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1996,1996,QC,Quebec,Québec,Pine,Pin,Provincial land,Terres provinciales,26149190,a,26149190,a
1996,1996,QC,Quebec,Québec,Pine,Pin,Private land,Terres privées,7000000,e,7000000,e
1996,1996,QC,Quebec,Québec,Spruce,Épinette,Provincial land,Terres provinciales,78718043,a,78718043,a
1996,1996,QC,Quebec,Québec,Spruce,Épinette,Private land,Terres privées,34000000,e,34000000,e
1996,1996,QC,Quebec,Québec,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,QC,Quebec,Québec,Fir,Sapin,Private land,Terres privées,0,a,0,a
1996,1996,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1996,1996,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,1253749,a,1253749,a
1996,1996,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,1000000,e,1000000,e
1996,1996,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,140774,a,140774,a
1996,1996,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,600000,e,600000,e
1996,1996,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,0,a,0,a
1996,1996,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,0,a,0,a
1996,1996,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,31664650,a,31664650,a
1996,1996,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Spruce,Épinette,Provincial land,Terres provinciales,50686330,a,50686330,a
1996,1996,ON,Ontario,Ontario,Spruce,Épinette,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,14600,a,14600,a
1996,1996,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,17200,a,17200,a
1996,1996,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1996,1996,ON,Ontario,Ontario,Unspecified,Indéterminée,Provincial land,Terres provinciales,8112700,a,8112700,a
1996,1996,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1996,1996,MB,Manitoba,Manitoba,Pine,Pin,Provincial land,Terres provinciales,1450200,a,1450200,a
1996,1996,MB,Manitoba,Manitoba,Pine,Pin,Private land,Terres privées,,u,,u
1996,1996,MB,Manitoba,Manitoba,Spruce,Épinette,Provincial land,Terres provinciales,9798700,a,9798700,a
1996,1996,MB,Manitoba,Manitoba,Spruce,Épinette,Private land,Terres privées,,u,,u
1996,1996,MB,Manitoba,Manitoba,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Fir,Sapin,Private land,Terres privées,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Douglas-fir,Douglas taxifolié,Private land,Terres privées,0,a,0,a
1996,1996,MB,Manitoba,Manitoba,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
